Date,Open,High,Low,Close,Volume
2023-03-29,119.0,119.0,119.0,119.0,0
2023-03-30,119.0,119.0,119.0,119.0,0
2023-03-31,119.0,119.0,119.0,119.0,0
2023-04-03,119.0,119.0,119.0,119.0,0
2023-04-04,119.0,119.0,119.0,119.0,0
2023-04-05,119.0,119.0,119.0,119.0,0
2023-04-06,119.0,119.0,119.0,119.0,0
2023-04-10,119.0,119.0,119.0,119.0,0
2023-04-11,119.0,119.0,119.0,119.0,0
2023-04-12,119.0,119.0,119.0,119.0,0
2023-04-13,119.0,119.0,119.0,119.0,0
2023-04-14,119.0,119.0,119.0,119.0,0
2023-04-17,119.0,119.0,119.0,119.0,0
2023-04-18,119.0,119.0,119.0,119.0,0
2023-04-26,119.0,119.0,119.0,119.0,0
2023-04-27,119.0,119.0,119.0,119.0,0
2023-04-28,119.0,119.0,119.0,119.0,0
2023-05-02,119.0,119.0,119.0,119.0,0
2023-05-03,119.0,119.0,119.0,119.0,0
2023-05-04,119.0,119.0,119.0,119.0,0
2023-05-05,119.0,119.0,119.0,119.0,0
2023-05-08,119.0,119.0,119.0,119.0,0
2023-05-09,119.0,119.0,119.0,119.0,0
2023-05-10,119.0,119.0,119.0,119.0,0
2023-05-11,119.0,119.0,119.0,119.0,0
2023-05-12,119.0,119.0,119.0,119.0,0
2023-05-15,119.0,119.0,119.0,119.0,0
2023-05-16,119.0,119.0,119.0,119.0,0
2023-05-17,119.0,119.0,119.0,119.0,0
2023-05-19,119.0,119.0,119.0,119.0,0
2023-05-22,119.0,119.0,119.0,119.0,0
2023-05-23,119.0,119.0,119.0,119.0,0
2023-05-24,119.0,119.0,119.0,119.0,0
2023-05-25,119.0,119.0,119.0,119.0,0
2023-05-26,119.0,119.0,119.0,119.0,0
2023-05-29,119.0,119.0,119.0,119.0,0
2023-05-30,119.0,119.0,119.0,119.0,0
2023-05-31,119.0,119.0,119.0,119.0,0
2023-06-05,119.0,119.0,119.0,119.0,0
2023-06-06,119.0,119.0,119.0,119.0,0
2023-06-07,119.0,119.0,119.0,119.0,0
2023-06-08,119.0,119.0,119.0,119.0,0
2023-06-09,119.0,119.0,119.0,119.0,0
2023-06-12,119.0,119.0,119.0,119.0,0
2023-06-13,119.0,119.0,119.0,119.0,0
2023-06-14,119.0,119.0,119.0,119.0,0
2023-06-15,119.0,119.0,119.0,119.0,0
2023-06-16,119.0,119.0,119.0,119.0,0
2023-06-19,119.0,119.0,119.0,119.0,0
2023-06-20,119.0,119.0,119.0,119.0,0
2023-06-21,119.0,119.0,119.0,119.0,0
2023-06-22,119.0,119.0,119.0,119.0,0
2023-06-23,119.0,119.0,119.0,119.0,0
2023-06-26,119.0,119.0,119.0,119.0,0
2023-06-27,119.0,119.0,119.0,119.0,0
2023-07-03,119.0,119.0,119.0,119.0,0
2023-07-04,119.0,119.0,119.0,119.0,0
2023-07-05,119.0,119.0,119.0,119.0,0
2023-07-06,119.0,119.0,119.0,119.0,0
2023-07-07,119.0,119.0,119.0,119.0,0
2023-07-10,119.0,119.0,119.0,119.0,0
2023-07-11,119.0,119.0,119.0,119.0,0
2023-07-12,119.0,119.0,119.0,119.0,0
2023-07-13,119.0,119.0,119.0,119.0,0
2023-07-14,119.0,119.0,119.0,119.0,0
2023-07-17,119.0,119.0,119.0,119.0,0
2023-07-18,119.0,119.0,119.0,119.0,0
2023-07-20,119.0,119.0,119.0,119.0,0
2023-07-21,119.0,119.0,119.0,119.0,0
2023-07-24,119.0,119.0,119.0,119.0,0
2023-07-25,119.0,119.0,119.0,119.0,0
2023-07-26,119.0,119.0,119.0,119.0,0
2023-07-27,119.0,119.0,119.0,119.0,0
2023-07-28,119.0,119.0,119.0,119.0,0
2023-07-31,119.0,119.0,119.0,119.0,0
2023-08-01,119.0,119.0,119.0,119.0,0
2023-08-02,119.0,119.0,119.0,119.0,0
2023-08-03,119.0,119.0,119.0,119.0,0
2023-08-04,119.0,119.0,119.0,119.0,0
2023-08-07,119.0,119.0,119.0,119.0,0
2023-08-08,119.0,119.0,119.0,119.0,0
2023-08-09,119.0,119.0,119.0,119.0,0
2023-08-10,119.0,119.0,119.0,119.0,0
2023-08-11,119.0,119.0,119.0,119.0,0
2023-08-14,119.0,119.0,119.0,119.0,0
2023-08-15,119.0,119.0,119.0,119.0,0
2023-08-16,119.0,119.0,119.0,119.0,0
2023-08-18,119.0,119.0,119.0,119.0,0
2023-08-21,119.0,119.0,119.0,119.0,0
2023-08-22,119.0,119.0,119.0,119.0,0
2023-08-23,119.0,119.0,119.0,119.0,0
2023-08-24,119.0,119.0,119.0,119.0,0
2023-08-25,119.0,119.0,119.0,119.0,0
2023-08-28,119.0,119.0,119.0,119.0,0
2023-08-29,119.0,119.0,119.0,119.0,0
2023-08-30,119.0,119.0,119.0,119.0,0
2023-08-31,119.0,119.0,119.0,119.0,0
2023-09-01,119.0,119.0,119.0,119.0,0
2023-09-04,119.0,119.0,119.0,119.0,0
2023-09-05,119.0,119.0,119.0,119.0,0
2023-09-06,119.0,119.0,119.0,119.0,0
2023-09-07,119.0,119.0,119.0,119.0,0
2023-09-08,119.0,119.0,119.0,119.0,0
2023-09-11,119.0,119.0,119.0,119.0,0
2023-09-12,119.0,119.0,119.0,119.0,0
2023-09-13,119.0,119.0,119.0,119.0,0
2023-09-14,119.0,119.0,119.0,119.0,0
2023-09-15,119.0,119.0,119.0,119.0,0
2023-09-18,119.0,119.0,119.0,119.0,0
2023-09-19,119.0,119.0,119.0,119.0,0
2023-09-20,119.0,119.0,119.0,119.0,0
2023-09-21,119.0,119.0,119.0,119.0,0
2023-09-22,119.0,119.0,119.0,119.0,0
2023-09-25,119.0,119.0,119.0,119.0,0
2023-09-26,119.0,119.0,119.0,119.0,0
2023-09-27,119.0,119.0,119.0,119.0,0
2023-09-29,119.0,119.0,119.0,119.0,0
2023-10-02,119.0,119.0,119.0,119.0,0
2023-10-03,119.0,119.0,119.0,119.0,0
2023-10-04,119.0,119.0,119.0,119.0,0
2023-10-05,119.0,119.0,119.0,119.0,0
2023-10-06,119.0,119.0,119.0,119.0,0
2023-10-09,119.0,119.0,119.0,119.0,0
2023-10-10,119.0,119.0,119.0,119.0,0
2023-10-11,119.0,119.0,119.0,119.0,0
2023-10-12,119.0,119.0,119.0,119.0,0
2023-10-13,119.0,119.0,119.0,119.0,0
2023-10-16,119.0,119.0,119.0,119.0,0
2023-10-17,119.0,119.0,119.0,119.0,0
2023-10-18,119.0,119.0,119.0,119.0,0
2023-10-19,119.0,119.0,119.0,119.0,0
2023-10-20,119.0,119.0,119.0,119.0,0
2023-10-23,119.0,119.0,119.0,119.0,0
2023-10-24,119.0,119.0,119.0,119.0,0
2023-10-25,119.0,119.0,119.0,119.0,0
2023-10-26,119.0,119.0,119.0,119.0,0
2023-10-27,119.0,119.0,119.0,119.0,0
2023-10-30,119.0,119.0,119.0,119.0,0
2023-10-31,119.0,119.0,119.0,119.0,0
2023-11-01,119.0,119.0,119.0,119.0,0
2023-11-02,119.0,119.0,119.0,119.0,0
2023-11-03,119.0,119.0,119.0,119.0,0
2023-11-06,119.0,119.0,119.0,119.0,0
2023-11-07,119.0,119.0,119.0,119.0,0
2023-11-08,119.0,119.0,119.0,119.0,0
2023-11-09,119.0,119.0,119.0,119.0,0
2023-11-10,119.0,119.0,119.0,119.0,0
2023-11-13,119.0,119.0,119.0,119.0,0
2023-11-14,119.0,119.0,119.0,119.0,0
2023-11-15,119.0,119.0,119.0,119.0,0
2023-11-16,119.0,119.0,119.0,119.0,0
2023-11-17,119.0,119.0,119.0,119.0,0
2023-11-20,119.0,119.0,119.0,119.0,0
2023-11-21,119.0,119.0,119.0,119.0,0
2023-11-22,119.0,119.0,119.0,119.0,0
2023-11-23,119.0,119.0,119.0,119.0,0
2023-11-24,119.0,119.0,119.0,119.0,0
2023-11-27,119.0,119.0,119.0,119.0,0
2023-11-28,119.0,119.0,119.0,119.0,0
2023-11-29,119.0,119.0,119.0,119.0,0
2023-11-30,119.0,119.0,119.0,119.0,0
2023-12-01,119.0,119.0,119.0,119.0,0
2023-12-04,119.0,119.0,119.0,119.0,0
2023-12-05,119.0,119.0,119.0,119.0,0
2023-12-06,119.0,119.0,119.0,119.0,0
2023-12-07,119.0,119.0,119.0,119.0,0
2023-12-08,119.0,119.0,119.0,119.0,0
2023-12-11,119.0,119.0,119.0,119.0,0
2023-12-12,119.0,119.0,119.0,119.0,0
2023-12-13,119.0,119.0,119.0,119.0,0
2023-12-14,119.0,119.0,119.0,119.0,0
2023-12-15,119.0,119.0,119.0,119.0,0
2023-12-18,119.0,119.0,119.0,119.0,0
2023-12-19,119.0,119.0,119.0,119.0,0
2023-12-20,119.0,119.0,119.0,119.0,0
2023-12-21,119.0,119.0,119.0,119.0,0
2023-12-22,119.0,119.0,119.0,119.0,0
2023-12-27,119.0,119.0,119.0,119.0,0
2023-12-28,119.0,119.0,119.0,119.0,0
2023-12-29,119.0,119.0,119.0,119.0,0
2024-01-02,119.0,119.0,119.0,119.0,0
2024-01-03,119.0,119.0,119.0,119.0,0
2024-01-04,119.0,119.0,119.0,119.0,0
2024-01-05,119.0,119.0,119.0,119.0,0
2024-01-08,119.0,119.0,119.0,119.0,0
2024-01-09,119.0,119.0,119.0,119.0,0
2024-01-10,119.0,119.0,119.0,119.0,0
2024-01-11,119.0,119.0,119.0,119.0,0
2024-01-12,119.0,119.0,119.0,119.0,0
2024-01-15,119.0,119.0,119.0,119.0,0
2024-01-16,119.0,119.0,119.0,119.0,0
2024-01-17,119.0,119.0,119.0,119.0,0
2024-01-18,119.0,119.0,119.0,119.0,0
2024-01-19,119.0,119.0,119.0,119.0,0
2024-01-22,119.0,119.0,119.0,119.0,0
2024-01-23,119.0,119.0,119.0,119.0,0
2024-01-24,119.0,119.0,119.0,119.0,0
2024-01-25,119.0,119.0,119.0,119.0,0
2024-01-26,119.0,119.0,119.0,119.0,0
2024-01-29,119.0,119.0,119.0,119.0,0
2024-01-30,119.0,119.0,119.0,119.0,0
2024-01-31,119.0,119.0,119.0,119.0,0
2024-02-01,119.0,119.0,119.0,119.0,0
2024-02-02,119.0,119.0,119.0,119.0,0
2024-02-05,119.0,119.0,119.0,119.0,0
2024-02-06,119.0,119.0,119.0,119.0,0
2024-02-07,119.0,119.0,119.0,119.0,0
2024-02-12,119.0,119.0,119.0,119.0,0
2024-02-13,119.0,119.0,119.0,119.0,0
2024-02-15,119.0,119.0,119.0,119.0,0
2024-02-16,119.0,119.0,119.0,119.0,0
2024-02-19,119.0,119.0,119.0,119.0,0
2024-02-20,119.0,119.0,119.0,119.0,0
2024-02-21,119.0,119.0,119.0,119.0,0
2024-02-22,119.0,119.0,119.0,119.0,0
2024-02-23,119.0,119.0,119.0,119.0,0
2024-02-26,119.0,119.0,119.0,119.0,0
2024-02-27,119.0,119.0,119.0,119.0,0
2024-02-28,119.0,119.0,119.0,119.0,0
2024-02-29,119.0,119.0,119.0,119.0,0
2024-03-01,119.0,119.0,119.0,119.0,0
2024-03-04,119.0,119.0,119.0,119.0,0
2024-03-05,119.0,119.0,119.0,119.0,0
2024-03-06,119.0,119.0,119.0,119.0,0
2024-03-07,119.0,119.0,119.0,119.0,0
2024-03-08,119.0,119.0,119.0,119.0,0
2024-03-13,119.0,119.0,119.0,119.0,0
2024-03-14,119.0,119.0,119.0,119.0,0
2024-03-15,119.0,119.0,119.0,119.0,0
2024-03-18,119.0,119.0,119.0,119.0,0
2024-03-19,119.0,119.0,119.0,119.0,0
2024-03-20,119.0,119.0,119.0,119.0,0
2024-03-21,119.0,119.0,119.0,119.0,0
2024-03-22,119.0,119.0,119.0,119.0,0
2024-03-25,119.0,119.0,119.0,119.0,0
2024-03-26,119.0,119.0,119.0,119.0,0
2024-03-27,119.0,119.0,119.0,119.0,0
2024-03-28,119.0,119.0,119.0,119.0,0
2024-04-01,119.0,119.0,119.0,119.0,0
2024-04-02,119.0,119.0,119.0,119.0,0
2024-04-03,119.0,119.0,119.0,119.0,0
2024-04-04,119.0,119.0,119.0,119.0,0
2024-04-05,119.0,119.0,119.0,119.0,0
2024-04-16,119.0,119.0,119.0,119.0,0
2024-04-17,119.0,119.0,119.0,119.0,0
2024-04-18,119.0,119.0,119.0,119.0,0
2024-04-19,119.0,119.0,119.0,119.0,0
2024-04-22,119.0,119.0,119.0,119.0,0
2024-04-23,119.0,119.0,119.0,119.0,0
2024-04-24,119.0,119.0,119.0,119.0,0
2024-04-25,119.0,119.0,119.0,119.0,0
2024-04-26,119.0,119.0,119.0,119.0,0
2024-04-29,119.0,119.0,119.0,119.0,0
2024-04-30,119.0,119.0,119.0,119.0,0
2024-05-02,119.0,119.0,119.0,119.0,0
2024-05-03,119.0,119.0,119.0,119.0,0
2024-05-06,119.0,119.0,119.0,119.0,0
2024-05-07,119.0,119.0,119.0,119.0,0
2024-05-08,119.0,119.0,119.0,119.0,0
2024-05-13,119.0,119.0,119.0,119.0,0
2024-05-14,119.0,119.0,119.0,119.0,0
2024-05-15,119.0,119.0,119.0,119.0,0
2024-05-16,119.0,119.0,119.0,119.0,0
2024-05-17,119.0,119.0,119.0,119.0,0
2024-05-20,119.0,119.0,119.0,119.0,0
2024-05-21,119.0,119.0,119.0,119.0,0
2024-05-22,119.0,119.0,119.0,119.0,0
2024-05-27,119.0,119.0,119.0,119.0,0
2024-05-28,119.0,119.0,119.0,119.0,0
2024-05-29,119.0,119.0,119.0,119.0,0
2024-05-30,119.0,119.0,119.0,119.0,0
2024-05-31,119.0,119.0,119.0,119.0,0
2024-06-03,119.0,119.0,119.0,119.0,0
2024-06-04,119.0,119.0,119.0,119.0,0
2024-06-05,119.0,119.0,119.0,119.0,0
2024-06-06,119.0,119.0,119.0,119.0,0
2024-06-07,119.0,119.0,119.0,119.0,0
2024-06-10,119.0,119.0,119.0,119.0,0
2024-06-11,119.0,119.0,119.0,119.0,0
2024-06-12,119.0,119.0,119.0,119.0,0
2024-06-13,119.0,119.0,119.0,119.0,0
2024-06-14,119.0,119.0,119.0,119.0,0
2024-06-19,119.0,119.0,119.0,119.0,0
2024-06-20,119.0,119.0,119.0,119.0,0
2024-06-21,119.0,119.0,119.0,119.0,0
2024-06-24,119.0,119.0,119.0,119.0,0
2024-06-25,119.0,119.0,119.0,119.0,0
2024-06-26,119.0,119.0,119.0,119.0,0
2024-06-27,119.0,119.0,119.0,119.0,0
2024-06-28,119.0,119.0,119.0,119.0,0
2024-07-01,119.0,119.0,119.0,119.0,0
2024-07-02,119.0,119.0,119.0,119.0,0
2024-07-03,119.0,119.0,119.0,119.0,0
2024-07-04,119.0,119.0,119.0,119.0,0
2024-07-05,119.0,119.0,119.0,119.0,0
2024-07-08,119.0,119.0,119.0,119.0,0
2024-07-09,119.0,119.0,119.0,119.0,0
2024-07-10,119.0,119.0,119.0,119.0,0
2024-07-11,119.0,119.0,119.0,119.0,0
2024-07-12,119.0,119.0,119.0,119.0,0
2024-07-15,119.0,119.0,119.0,119.0,0
2024-07-16,119.0,119.0,119.0,119.0,0
2024-07-17,119.0,119.0,119.0,119.0,0
2024-07-18,119.0,119.0,119.0,119.0,0
2024-07-19,119.0,119.0,119.0,119.0,0
2024-07-22,119.0,119.0,119.0,119.0,0
2024-07-23,119.0,119.0,119.0,119.0,0
2024-07-24,119.0,119.0,119.0,119.0,0
2024-07-25,119.0,119.0,119.0,119.0,0
2024-07-26,119.0,119.0,119.0,119.0,0
2024-07-29,119.0,119.0,119.0,119.0,0
2024-07-30,119.0,119.0,119.0,119.0,0
2024-07-31,119.0,119.0,119.0,119.0,0
2024-08-01,119.0,119.0,119.0,119.0,0
2024-08-02,119.0,119.0,119.0,119.0,0
2024-08-05,119.0,119.0,119.0,119.0,0
2024-08-06,119.0,119.0,119.0,119.0,0
2024-08-07,119.0,119.0,119.0,119.0,0
2024-08-08,119.0,119.0,119.0,119.0,0
2024-08-09,119.0,119.0,119.0,119.0,0
2024-08-12,119.0,119.0,119.0,119.0,0
2024-08-13,119.0,119.0,119.0,119.0,0
2024-08-14,119.0,119.0,119.0,119.0,0
2024-08-15,119.0,119.0,119.0,119.0,0
2024-08-16,119.0,119.0,119.0,119.0,0
2024-08-19,119.0,119.0,119.0,119.0,0
2024-08-20,119.0,119.0,119.0,119.0,0
2024-08-21,119.0,119.0,119.0,119.0,0
2024-08-22,119.0,119.0,119.0,119.0,0
2024-08-23,119.0,119.0,119.0,119.0,0
2024-08-26,119.0,119.0,119.0,119.0,0
2024-08-27,119.0,119.0,119.0,119.0,0
2024-08-28,119.0,119.0,119.0,119.0,0
2024-08-29,119.0,119.0,119.0,119.0,0
2024-08-30,119.0,119.0,119.0,119.0,0
2024-09-02,119.0,119.0,119.0,119.0,0
2024-09-03,119.0,119.0,119.0,119.0,0
2024-09-04,119.0,119.0,119.0,119.0,0
2024-09-05,119.0,119.0,119.0,119.0,0
2024-09-06,119.0,119.0,119.0,119.0,0
2024-09-09,119.0,119.0,119.0,119.0,0
2024-09-10,119.0,119.0,119.0,119.0,0
2024-09-11,119.0,119.0,119.0,119.0,0
2024-09-12,119.0,119.0,119.0,119.0,0
2024-09-13,119.0,119.0,119.0,119.0,0
2024-09-17,119.0,119.0,119.0,119.0,0
2024-09-18,119.0,119.0,119.0,119.0,0
2024-09-19,119.0,119.0,119.0,119.0,0
2024-09-20,119.0,119.0,119.0,119.0,0
2024-09-23,119.0,119.0,119.0,119.0,0
2024-09-24,119.0,119.0,119.0,119.0,0
2024-09-25,119.0,119.0,119.0,119.0,0
2024-09-26,119.0,119.0,119.0,119.0,0
2024-09-27,119.0,119.0,119.0,119.0,0
2024-09-30,119.0,119.0,119.0,119.0,0
2024-10-01,119.0,119.0,119.0,119.0,0
2024-10-02,119.0,119.0,119.0,119.0,0
2024-10-03,119.0,119.0,119.0,119.0,0
2024-10-04,119.0,119.0,119.0,119.0,0
2024-10-07,119.0,119.0,119.0,119.0,0
2024-10-08,119.0,119.0,119.0,119.0,0
2024-10-09,119.0,119.0,119.0,119.0,0
2024-10-10,119.0,119.0,119.0,119.0,0
2024-10-11,119.0,119.0,119.0,119.0,0
2024-10-14,119.0,119.0,119.0,119.0,0
2024-10-15,119.0,119.0,119.0,119.0,0
2024-10-16,119.0,119.0,119.0,119.0,0
2024-10-17,119.0,119.0,119.0,119.0,0
2024-10-18,119.0,119.0,119.0,119.0,0
2024-10-21,119.0,119.0,119.0,119.0,0
2024-10-22,119.0,119.0,119.0,119.0,0
2024-10-23,119.0,119.0,119.0,119.0,0
2024-10-24,119.0,119.0,119.0,119.0,0
2024-10-25,119.0,119.0,119.0,119.0,0
2024-10-28,119.0,119.0,119.0,119.0,0
2024-10-29,119.0,119.0,119.0,119.0,0
2024-10-30,119.0,119.0,119.0,119.0,0
2024-10-31,119.0,119.0,119.0,119.0,0
2024-11-01,119.0,119.0,119.0,119.0,0
2024-11-04,119.0,119.0,119.0,119.0,0
2024-11-05,119.0,119.0,119.0,119.0,0
2024-11-06,119.0,119.0,119.0,119.0,0
2024-11-07,119.0,119.0,119.0,119.0,0
2024-11-08,119.0,119.0,119.0,119.0,0
2024-11-11,119.0,119.0,119.0,119.0,0
2024-11-12,119.0,119.0,119.0,119.0,0
2024-11-13,119.0,119.0,119.0,119.0,0
2024-11-14,119.0,119.0,119.0,119.0,0
2024-11-15,119.0,119.0,119.0,119.0,0
2024-11-18,119.0,119.0,119.0,119.0,0
2024-11-19,119.0,119.0,119.0,119.0,0
2024-11-20,119.0,119.0,119.0,119.0,0
2024-11-21,119.0,119.0,119.0,119.0,0
2024-11-22,119.0,119.0,119.0,119.0,0
2024-11-25,119.0,119.0,119.0,119.0,0
2024-11-26,119.0,119.0,119.0,119.0,0
2024-11-28,119.0,119.0,119.0,119.0,0
2024-11-29,119.0,119.0,119.0,119.0,0
2024-12-02,119.0,119.0,119.0,119.0,0
2024-12-03,119.0,119.0,119.0,119.0,0
2024-12-04,119.0,119.0,119.0,119.0,0
2024-12-05,119.0,119.0,119.0,119.0,0
2024-12-06,119.0,119.0,119.0,119.0,0
2024-12-09,119.0,119.0,119.0,119.0,0
2024-12-10,119.0,119.0,119.0,119.0,0
2024-12-11,119.0,119.0,119.0,119.0,0
2024-12-12,119.0,119.0,119.0,119.0,0
2024-12-13,119.0,119.0,119.0,119.0,0
2024-12-16,119.0,119.0,119.0,119.0,0
2024-12-17,119.0,119.0,119.0,119.0,0
2024-12-18,119.0,119.0,119.0,119.0,0
2024-12-19,119.0,119.0,119.0,119.0,0
2024-12-20,119.0,119.0,119.0,119.0,0
2024-12-23,119.0,119.0,119.0,119.0,0
2024-12-24,119.0,119.0,119.0,119.0,0
2024-12-27,119.0,119.0,119.0,119.0,0
2024-12-30,119.0,119.0,119.0,119.0,0
2025-01-02,119.0,119.0,119.0,119.0,0
2025-01-03,119.0,119.0,119.0,119.0,0
2025-01-06,119.0,119.0,119.0,119.0,0
2025-01-07,119.0,119.0,119.0,119.0,0
2025-01-08,119.0,119.0,119.0,119.0,0
2025-01-09,119.0,119.0,119.0,119.0,0
2025-01-10,119.0,119.0,119.0,119.0,0
2025-01-13,119.0,119.0,119.0,119.0,0
2025-01-14,119.0,119.0,119.0,119.0,0
2025-01-15,119.0,119.0,119.0,119.0,0
2025-01-16,119.0,119.0,119.0,119.0,0
2025-01-17,119.0,119.0,119.0,119.0,0
2025-01-20,119.0,119.0,119.0,119.0,0
2025-01-21,119.0,119.0,119.0,119.0,0
2025-01-22,119.0,119.0,119.0,119.0,0
2025-01-23,119.0,119.0,119.0,119.0,0
2025-01-24,119.0,119.0,119.0,119.0,0
2025-01-30,119.0,119.0,119.0,119.0,0
2025-01-31,119.0,119.0,119.0,119.0,0
2025-02-03,119.0,119.0,119.0,119.0,0
2025-02-04,119.0,119.0,119.0,119.0,0
2025-02-05,119.0,119.0,119.0,119.0,0
2025-02-06,119.0,119.0,119.0,119.0,0
2025-02-07,119.0,119.0,119.0,119.0,0
2025-02-10,119.0,119.0,119.0,119.0,0
2025-02-11,119.0,119.0,119.0,119.0,0
2025-02-12,119.0,119.0,119.0,119.0,0
2025-02-13,119.0,119.0,119.0,119.0,0
2025-02-14,119.0,119.0,119.0,119.0,0
2025-02-17,119.0,119.0,119.0,119.0,0
2025-02-18,119.0,119.0,119.0,119.0,0
2025-02-19,119.0,119.0,119.0,119.0,0
2025-02-20,119.0,119.0,119.0,119.0,0
2025-02-21,119.0,119.0,119.0,119.0,0
2025-02-24,119.0,119.0,119.0,119.0,0
2025-02-25,119.0,119.0,119.0,119.0,0
2025-02-26,119.0,119.0,119.0,119.0,0
2025-02-27,119.0,119.0,119.0,119.0,0
2025-02-28,119.0,119.0,119.0,119.0,0
2025-03-03,119.0,119.0,119.0,119.0,0
2025-03-04,119.0,119.0,119.0,119.0,0
2025-03-05,119.0,119.0,119.0,119.0,0
2025-03-06,119.0,119.0,119.0,119.0,0
2025-03-07,119.0,119.0,119.0,119.0,0
2025-03-10,119.0,119.0,119.0,119.0,0
2025-03-11,119.0,119.0,119.0,119.0,0
2025-03-12,119.0,119.0,119.0,119.0,0
2025-03-13,119.0,119.0,119.0,119.0,0
2025-03-14,119.0,119.0,119.0,119.0,0
2025-03-17,119.0,119.0,119.0,119.0,0
2025-03-18,119.0,119.0,119.0,119.0,0
2025-03-19,119.0,119.0,119.0,119.0,0
2025-03-20,119.0,119.0,119.0,119.0,0
2025-03-21,119.0,119.0,119.0,119.0,0
2025-03-24,119.0,119.0,119.0,119.0,0
2025-03-25,119.0,119.0,119.0,119.0,0
2025-03-26,119.0,119.0,119.0,119.0,0
2025-03-27,119.0,119.0,119.0,119.0,0
2025-04-08,119.0,119.0,119.0,119.0,0
2025-04-09,119.0,119.0,119.0,119.0,0
2025-04-10,119.0,119.0,119.0,119.0,0
2025-04-11,119.0,119.0,119.0,119.0,0
2025-04-14,119.0,119.0,119.0,119.0,0
2025-04-15,119.0,119.0,119.0,119.0,0
2025-04-16,119.0,119.0,119.0,119.0,0
2025-04-17,119.0,119.0,119.0,119.0,0
2025-04-21,119.0,119.0,119.0,119.0,0
2025-04-22,119.0,119.0,119.0,119.0,0
2025-04-23,119.0,119.0,119.0,119.0,0
2025-04-24,119.0,119.0,119.0,119.0,0
2025-04-25,119.0,119.0,119.0,119.0,0
2025-04-28,119.0,119.0,119.0,119.0,0
2025-04-29,119.0,119.0,119.0,119.0,0
2025-04-30,119.0,119.0,119.0,119.0,0
2025-05-02,119.0,119.0,119.0,119.0,0
2025-05-05,119.0,119.0,119.0,119.0,0
2025-05-06,119.0,119.0,119.0,119.0,0
2025-05-07,119.0,119.0,119.0,119.0,0
2025-05-08,119.0,119.0,119.0,119.0,0
2025-05-09,119.0,119.0,119.0,119.0,0
2025-05-14,119.0,119.0,119.0,119.0,0
2025-05-15,119.0,119.0,119.0,119.0,0
2025-05-16,119.0,119.0,119.0,119.0,0
2025-05-19,119.0,119.0,119.0,119.0,0
2025-05-20,119.0,119.0,119.0,119.0,0
2025-05-21,119.0,119.0,119.0,119.0,0
2025-05-22,119.0,119.0,119.0,119.0,0
2025-05-23,119.0,119.0,119.0,119.0,0
2025-05-26,119.0,119.0,119.0,119.0,0
2025-05-27,119.0,119.0,119.0,119.0,0
2025-05-28,119.0,119.0,119.0,119.0,0
2025-06-02,119.0,119.0,119.0,119.0,0
2025-06-03,119.0,119.0,119.0,119.0,0
2025-06-04,119.0,119.0,119.0,119.0,0
2025-06-05,119.0,119.0,119.0,119.0,0
2025-06-10,119.0,119.0,119.0,119.0,0
2025-06-11,119.0,119.0,119.0,119.0,0
2025-06-12,119.0,119.0,119.0,119.0,0
2025-06-13,119.0,119.0,119.0,119.0,0
2025-06-16,119.0,119.0,119.0,119.0,0
2025-06-17,119.0,119.0,119.0,119.0,0
2025-06-18,119.0,119.0,119.0,119.0,0
2025-06-19,119.0,119.0,119.0,119.0,0
2025-06-20,119.0,119.0,119.0,119.0,0
2025-06-23,119.0,119.0,119.0,119.0,0
2025-06-24,119.0,119.0,119.0,119.0,0
2025-06-25,119.0,119.0,119.0,119.0,0
2025-06-26,119.0,119.0,119.0,119.0,0
2025-06-30,119.0,119.0,119.0,119.0,0
2025-07-01,119.0,119.0,119.0,119.0,0
2025-07-02,119.0,119.0,119.0,119.0,0
2025-07-03,119.0,119.0,119.0,119.0,0
2025-07-04,119.0,119.0,119.0,119.0,0
2025-07-07,119.0,119.0,119.0,119.0,0
2025-07-08,119.0,119.0,119.0,119.0,0
2025-07-09,119.0,119.0,119.0,119.0,0
2025-07-10,119.0,119.0,119.0,119.0,0
2025-07-11,119.0,119.0,119.0,119.0,0
2025-07-14,119.0,119.0,119.0,119.0,0
2025-07-15,119.0,119.0,119.0,119.0,0
2025-07-16,119.0,119.0,119.0,119.0,0
2025-07-17,119.0,119.0,119.0,119.0,0
2025-07-18,119.0,119.0,119.0,119.0,0
2025-07-21,119.0,119.0,119.0,119.0,0
2025-07-22,119.0,119.0,119.0,119.0,0
2025-07-23,119.0,119.0,119.0,119.0,0
2025-07-24,119.0,119.0,119.0,119.0,0
2025-07-25,119.0,119.0,119.0,119.0,0
2025-07-28,119.0,119.0,119.0,119.0,0
2025-07-29,119.0,119.0,119.0,119.0,0
2025-07-30,119.0,119.0,119.0,119.0,0
2025-07-31,119.0,119.0,119.0,119.0,0
2025-08-01,119.0,119.0,119.0,119.0,0
2025-08-04,119.0,119.0,119.0,119.0,0
2025-08-05,119.0,119.0,119.0,119.0,0
2025-08-06,119.0,119.0,119.0,119.0,0
2025-08-07,119.0,119.0,119.0,119.0,0
2025-08-08,119.0,119.0,119.0,119.0,0
2025-08-11,119.0,119.0,119.0,119.0,0
2025-08-12,119.0,119.0,119.0,119.0,0
2025-08-13,119.0,119.0,119.0,119.0,0
2025-08-14,119.0,119.0,119.0,119.0,0
